Date,Singles,Doubles
2020.11.30,45,255
2020.11.23,45,253
2020.11.16,45,253
2020.11.09,45,252
2020.11.02,45,250
2020.10.26,44,249
2020.10.19,43,250
2020.10.12,43,249
2020.09.28,42,247
2020.09.21,42,246
2020.09.14,41,244
2020.08.31,40,240
2020.08.24,40,237
2020.03.16,40,235
2020.03.09,40,233
2020.03.02,39,232
2020.02.24,23,233
2020.02.17,21,214
2020.02.10,20,210
2020.02.03,20,214
2020.01.20,26,213
2020.01.13,26,214
2020.01.06,29,234
2019.12.30,30,238
2019.12.23,30,239
2019.12.16,30,239
2019.12.09,30,239
2019.12.02,30,240
2019.11.25,30,240
2019.11.18,30,239
2019.11.11,30,241
2019.11.04,30,244
2019.10.28,30,246
2019.10.21,30,244
2019.10.14,28,195
2019.10.07,28,197
2019.09.30,28,184
2019.09.23,27,183
2019.09.16,27,181
2019.09.09,27,184
2019.08.26,30,181
2019.08.19,29,181
2019.08.12,27,184
2019.08.05,27,183
2019.07.29,52,182
2019.07.22,48,183
2019.07.15,47,181
2019.07.01,43,175
2019.06.24,43,176
2019.06.17,39,158
2019.06.10,36,168
2019.05.27,36,177
2019.05.20,36,122
2019.05.13,36,121
2019.05.06,35,121
2019.04.29,34,119
2019.04.22,35,121
2019.04.15,34,121
2019.04.08,35,124
2019.04.01,35,124
2019.03.18,33,123
2019.03.11,33,139
2019.03.04,33,139
2019.02.25,72,141
2019.02.18,64,149
2019.02.11,66,147
2019.02.04,66,145
2019.01.28,67,144
2019.01.14,52,145
2019.01.07,51,147
2018.12.31,35,139
2018.12.24,35,139
2018.12.17,35,139
2018.12.10,35,139
2018.12.03,35,139
2018.11.26,35,140
2018.11.19,36,142
2018.11.12,36,145
2018.11.05,37,146
2018.10.29,38,144
2018.10.22,38,142
2018.10.15,37,166
2018.10.08,38,144
2018.10.01,27,152
2018.09.24,27,154
2018.09.17,27,152
2018.09.10,27,151
2018.08.27,30,121
2018.08.20,30,121
2018.08.13,18,122
2018.08.06,17,123
2018.07.30,17,125
2018.07.23,18,128
2018.07.16,18,126
2018.07.02,18,127
2018.06.25,19,128
2018.06.18,21,146
2018.06.11,24,157
2018.05.28,23,125
2018.05.21,23,155
2018.05.14,25,155
2018.05.07,23,92
2018.04.30,24,89
2018.04.23,24,94
2018.04.16,25,95
2018.04.09,24,95
2018.04.02,24,95
2018.03.19,20,87
2018.03.05,20,78
2018.02.26,16,78
2018.02.19,15,70
2018.02.12,15,70
2018.02.05,14,69
2018.01.29,14,69
2018.01.15,17,70
2018.01.08,17,71
2018.01.01,21,75
2017.12.25,21,75
2017.12.18,21,75
2017.12.11,21,75
2017.12.04,21,75
2017.11.27,21,75
2017.11.20,21,75
2017.11.13,21,74
2017.11.06,21,74
2017.10.30,21,74
2017.10.23,20,74
2017.10.16,20,74
2017.10.09,21,81
2017.10.02,19,79
2017.09.25,20,77
2017.09.18,20,77
2017.09.11,20,78
2017.08.28,17,74
2017.08.21,18,75
2017.08.14,23,75
2017.08.07,24,75
2017.07.31,20,72
2017.07.24,21,71
2017.07.17,20,71
2017.07.10,20,70
2017.07.03,20,70
2017.06.26,20,69
2017.06.19,20,68
2017.06.12,20,71
2017.05.29,19,76
2017.05.22,19,78
2017.05.15,18,101
2017.05.08,20,129
2017.05.01,17,128
2017.04.24,16,134
