Date,Singles,Doubles
2020.11.30,69,328
2020.11.23,69,328
2020.11.16,69,326
2020.11.09,68,322
2020.11.02,68,319
2020.10.26,68,318
2020.10.19,68,316
2020.10.12,65,313
2020.09.28,66,310
2020.09.21,65,310
2020.09.14,65,306
2020.08.31,65,300
2020.08.24,72,298
2020.03.16,72,299
2020.03.09,72,298
2020.03.02,72,293
2020.02.24,62,292
2020.02.17,66,290
2020.02.10,65,292
2020.02.03,73,290
2020.01.20,69,295
2020.01.13,68,295
2020.01.06,67,292
2019.12.30,66,294
2019.12.23,66,294
2019.12.16,66,295
2019.12.09,66,295
2019.12.02,66,295
2019.11.25,66,295
2019.11.18,66,294
2019.11.11,66,293
2019.11.04,66,293
2019.10.28,70,292
2019.10.21,70,290
2019.10.14,67,286
2019.10.07,67,291
2019.09.30,68,296
2019.09.23,70,289
2019.09.16,63,291
2019.09.09,63,288
2019.08.26,68,448
2019.08.19,70,448
2019.08.12,76,447T
2019.08.05,77,445T
2019.07.29,78,347T
2019.07.22,75,350
2019.07.15,74,352
2019.07.01,77,347T
2019.06.24,74,346T
2019.06.17,73,347T
2019.06.10,75,348T
2019.05.27,73,0
2019.05.20,72,0
2019.05.13,70,0
2019.05.06,95,0
2019.04.29,102,0
2019.04.22,100,0
2019.04.15,99,0
2019.04.08,98,0
2019.04.01,98,0
2019.03.18,82,0
2019.03.11,95,0
2019.03.04,95,0
2019.02.25,113,0
2019.02.18,110,0
2019.02.11,105,0
2019.02.04,105,0
2019.01.28,104,0
2019.01.14,110,0
2019.01.07,107,0
2018.12.31,116,0
2018.12.24,116,0
2018.12.17,117,0
2018.12.10,117,0
2018.12.03,117,0
2018.11.26,117,0
2018.11.19,116,0
2018.11.12,117,0
2018.11.05,116,0
2018.10.29,117,0
2018.10.22,131,0
2018.10.15,107,0
2018.10.08,107,0
2018.10.01,107,0
2018.09.24,103,796T
2018.09.17,103,802T
2018.09.10,102,808T
2018.08.27,104,799T
2018.08.20,104,797T
2018.08.13,105,787T
2018.08.06,95,796T
2018.07.30,94,800T
2018.07.23,96,812
2018.07.16,97,820
2018.07.02,96,826T
2018.06.25,96,834T
2018.06.18,99,846
2018.06.11,98,848
2018.05.28,102,844
2018.05.21,92,843
2018.05.14,92,838
2018.05.07,93,831
2018.04.30,91,829
2018.04.23,90,828
2018.04.16,89,821
2018.04.09,84,818
2018.04.02,84,819
2018.03.19,103,827
2018.03.05,106,824
2018.02.26,108,822
2018.02.19,108,825
2018.02.12,111,826T
2018.02.05,117,819T
2018.01.29,116,818T
2018.01.15,136,822T
2018.01.08,138,820T
2018.01.01,136,819T
2017.12.25,136,819T
2017.12.18,136,816T
2017.12.11,137,818T
2017.12.04,138,822T
2017.11.27,138,822T
2017.11.20,141,830T
2017.11.13,142,829T
2017.11.06,141,830T
2017.10.30,142,838T
2017.10.23,126,847T
2017.10.16,169,849
2017.10.09,165,662
2017.10.02,163,661
2017.09.25,164,1075
2017.09.18,177,1080T
2017.09.11,178,1081
2017.08.28,165,1074
2017.08.21,165,1072
2017.08.14,165,1071
2017.08.07,196,1066
2017.07.31,193,1053
2017.07.24,190,1050
2017.07.17,189,1044
2017.07.10,196,1054
2017.07.03,196,1054
2017.06.26,194,1038
2017.06.19,191,1031
2017.06.12,200,1034
2017.05.29,188,480
2017.05.22,243,475
2017.05.15,243,369
2017.05.08,243,369
2017.05.01,244,371
2017.04.24,212,375
2017.04.17,169,373
2017.04.10,136,375
2017.04.03,138,373
2017.03.20,120,376
2017.03.06,120,378
2017.02.27,119,373
2017.02.20,119,379
2017.02.13,119,378
2017.02.06,102,377
2017.01.30,102,380
2017.01.16,97,382
2017.01.09,99,384
2017.01.02,92,384
2016.12.26,92,383
2016.12.19,92,384
2016.12.12,92,384
2016.12.05,92,382
2016.11.28,92,382
2016.11.21,94,377
2016.11.14,94,379
2016.11.07,77,376
2016.10.31,76,380
2016.10.24,91,381
2016.10.17,84,283
2016.10.10,76,264
2016.10.03,80,266
2016.09.26,78,266
2016.09.19,83,230
2016.09.12,83,233
2016.08.29,89,231
2016.08.22,89,230
2016.08.15,87,208
2016.08.08,89,205
2016.08.01,71,208
2016.07.25,65,202
2016.07.18,58,204
2016.07.11,57,202
2016.06.27,54,200
2016.06.20,53,200
2016.06.13,56,197
2016.06.06,54,197
2016.05.23,50,260
2016.05.16,52,302
2016.05.09,54,304
2016.05.02,55,306
