Date,Singles,Doubles
2020.11.30,91,355
2020.11.23,91,354
2020.11.16,91,353
2020.11.09,91,351
2020.11.02,93,350
2020.10.26,89,349
2020.10.19,86,349
2020.10.12,86,346
2020.09.28,99,618
2020.09.21,98,613
2020.09.14,104,611
2020.08.31,103,608
2020.08.24,103,605
2020.03.16,104,606
2020.03.09,104,593
2020.03.02,103,582
2020.02.24,104,1222
2020.02.17,116,1217
2020.02.10,117,1213T
2020.02.03,116,1214T
2020.01.20,119,1206T
2020.01.13,118,1205T
2020.01.06,118,1204T
2019.12.30,120,1210T
2019.12.23,120,1212T
2019.12.16,120,1210T
2019.12.09,120,1208T
2019.12.02,121,1209T
2019.11.25,121,1213T
2019.11.18,122,1212T
2019.11.11,116,1214T
2019.11.04,115,1218T
2019.10.28,121,1226T
2019.10.21,131,1226
2019.10.14,130,1227T
2019.10.07,148,1218T
2019.09.30,154,885
2019.09.23,152,1197T
2019.09.16,153,1201T
2019.09.09,155,1200T
2019.08.26,157,1196T
2019.08.19,153,1109T
2019.08.12,157,1112
2019.08.05,163,1111
2019.07.29,165,664
2019.07.22,172,666T
2019.07.15,174,653T
2019.07.01,176,649T
2019.06.24,177,650T
2019.06.17,179,643T
2019.06.10,201,641T
2019.05.27,234,637T
2019.05.20,215,643T
2019.05.13,217,637T
2019.05.06,216,636T
2019.04.29,266,641T
2019.04.22,268,641T
2019.04.15,269,647T
2019.04.08,282,640T
2019.04.01,281,642T
2019.03.18,283,647T
2019.03.11,285,644T
2019.03.04,285,644T
2019.02.25,285,647T
2019.02.18,285,646T
2019.02.11,285,643T
2019.02.04,288,642T
2019.01.28,284,641T
2019.01.14,284,644T
2019.01.07,279,642T
2018.12.31,279,644T
2018.12.24,279,644T
2018.12.17,299,1252T
2018.12.10,295,1255
2018.12.03,294,1261T
2018.11.26,293,1263T
2018.11.19,295,1263
2018.11.12,322,1264
2018.11.05,322,1262T
2018.10.29,338,1265T
2018.10.22,338,968
2018.10.15,331,965
2018.10.08,331,683
2018.10.01,324,603
2018.09.24,328,612
2018.09.17,326,612
2018.09.10,341,576
2018.08.27,353,588
2018.08.20,408,593
2018.08.13,391,472
2018.08.06,390,473
2018.07.30,362,470
2018.07.23,361,472
2018.07.16,304,410
2018.07.02,314,419
2018.06.25,312,420
2018.06.18,311,424
2018.06.11,301,360
2018.05.28,298,356
2018.05.21,335,355
2018.05.14,331,345
2018.05.07,326,344
2018.04.30,342,340
2018.04.23,351,340
2018.04.16,361,311
2018.04.09,349,309
2018.04.02,325,308
2018.03.19,309,306
2018.03.05,311,302
2018.02.26,312,299
2018.02.19,307,303
2018.02.12,302,306
