Date,Singles,Doubles
2020.11.30,80,0
2020.11.23,80,0
2020.11.16,80,0
2020.11.09,78,0
2020.11.02,79,0
2020.10.26,77,0
2020.10.19,77,0
2020.10.12,103,0
2020.09.28,110,0
2020.09.21,110,0
2020.09.14,113,0
2020.08.31,108,0
2020.08.24,106,0
2020.03.16,113,0
2020.03.09,113,0
2020.03.02,112,0
2020.02.24,112,0
2020.02.17,111,0
2020.02.10,73,449
2020.02.03,72,453
2020.01.20,77,457
2020.01.13,76,454
2020.01.06,75,451
2019.12.30,71,456
2019.12.23,71,456
2019.12.16,71,456
2019.12.09,71,458
2019.12.02,71,458
2019.11.25,71,458
2019.11.18,71,457
2019.11.11,72,458
2019.11.04,72,455
2019.10.28,71,448
2019.10.21,73,449
2019.10.14,73,449
2019.10.07,69,446
2019.09.30,65,451
2019.09.23,67,449
2019.09.16,67,456
2019.09.09,66,455
2019.08.26,66,457
2019.08.19,67,458
2019.08.12,65,461
2019.08.05,61,460
2019.07.29,62,360
2019.07.22,63,359
2019.07.15,40,362
2019.07.01,41,360
2019.06.24,40,359
2019.06.17,40,359
2019.06.10,39,360
2019.05.27,19,353
2019.05.20,19,353
2019.05.13,19,357
2019.05.06,19,353
2019.04.29,19,355
2019.04.22,17,354
2019.04.15,16,351
2019.04.08,16,354
2019.04.01,16,354
2019.03.18,16,357
2019.03.11,16,354
2019.03.04,16,354
2019.02.25,16,354
2019.02.18,17,355
2019.02.11,18,0
2019.02.04,19,0
2019.01.28,19,0
2019.01.14,18,0
2019.01.07,18,0
2018.12.31,20,0
2018.12.24,20,0
2018.12.17,20,0
2018.12.10,20,0
2018.12.03,20,0
2018.11.26,20,0
2018.11.19,20,0
2018.11.12,20,0
2018.11.05,20,0
2018.10.29,20,1268
2018.10.22,21,1265
2018.10.15,19,1265T
2018.10.08,21,1264
2018.10.01,22,1263
2018.09.24,22,1263
2018.09.17,22,493
2018.09.10,22,493
2018.08.27,21,508
2018.08.20,22,508
2018.08.13,22,503
2018.08.06,21,503
2018.07.30,22,448
2018.07.23,22,443
2018.07.16,27,451
2018.07.02,29,402
2018.06.25,31,403
2018.06.18,28,406
2018.06.11,27,326
2018.05.28,72,324
2018.05.21,72,325
2018.05.14,73,322
2018.05.07,64,290
2018.04.30,59,287
2018.04.23,92,283
2018.04.16,100,280
2018.04.09,100,215
2018.04.02,99,218
2018.03.19,97,219
2018.03.05,107,216
2018.02.26,103,215
2018.02.19,102,213
2018.02.12,102,213
2018.02.05,99,213
2018.01.29,99,213
2018.01.15,103,216
2018.01.08,106,215
2018.01.01,109,213
2017.12.25,109,213
2017.12.18,110,213
2017.12.11,110,212
2017.12.04,110,213
2017.11.27,110,212
2017.11.20,110,214
2017.11.13,111,211
2017.11.06,109,212
2017.10.30,102,227
2017.10.23,108,226
2017.10.16,106,227
2017.10.09,107,224
2017.10.02,107,220
2017.09.25,100,221
2017.09.18,103,302
2017.09.11,99,309
2017.08.28,102,310
2017.08.21,101,311
2017.08.14,102,291
2017.08.07,100,292
2017.07.31,103,311
2017.07.24,104,307
2017.07.17,105,304
2017.07.10,102,348
2017.07.03,102,348
2017.06.26,105,344
2017.06.19,97,343
2017.06.12,97,389
2017.05.29,104,407
2017.05.22,104,400
2017.05.15,105,403
2017.05.08,136,478
2017.05.01,151,479
2017.04.24,157,485
2017.04.17,146,479
2017.04.10,154,924
2017.04.03,165,928
2017.03.20,174,931
2017.03.06,183,748
2017.02.27,185,748
2017.02.20,194,750
2017.02.13,193,755
2017.02.06,188,752
2017.01.30,190,753
2017.01.16,188,287
2017.01.09,188,285
2017.01.02,187,289
2016.12.26,187,289
2016.12.19,187,289
2016.12.12,188,288
2016.12.05,188,288
2016.11.28,188,287
2016.11.21,183,287
2016.11.14,182,285
2016.11.07,180,287
2016.10.31,181,287
2016.10.24,181,288
2016.10.17,179,293
2016.10.10,178,293
2016.10.03,171,277
2016.09.26,158,261
2016.09.19,156,262
2016.09.12,149,243
2016.08.29,140,181
2016.08.22,137,180
2016.08.15,140,184
2016.08.08,140,182
