Date,Singles,Doubles
2020.11.30,29,106
2020.11.23,29,106
2020.11.16,29,106
2020.11.09,29,106
2020.11.02,29,111
2020.10.26,29,111
2020.10.19,28,111
2020.10.12,28,120
2020.09.28,30,118
2020.09.21,29,117
2020.09.14,28,116
2020.08.31,25,116
2020.08.24,24,124
2020.03.16,24,124
2020.03.09,24,123
2020.03.02,24,122
2020.02.24,35,125
2020.02.17,38,132
2020.02.10,36,130
2020.02.03,36,128
2020.01.20,34,121
2020.01.13,32,121
2020.01.06,31,120
2019.12.30,32,120
2019.12.23,32,120
2019.12.16,32,120
2019.12.09,32,120
2019.12.02,32,120
2019.11.25,32,120
2019.11.18,32,120
2019.11.11,32,121
2019.11.04,33,123
2019.10.28,33,121
2019.10.21,31,174
2019.10.14,29,176
2019.10.07,29,175
2019.09.30,31,174
2019.09.23,30,207
2019.09.16,30,204
2019.09.09,30,200
2019.08.26,28,199
2019.08.19,27,197
2019.08.12,25,198
2019.08.05,25,245
2019.07.29,28,177
2019.07.22,32,180
2019.07.15,30,178
2019.07.01,31,155
2019.06.24,42,155
2019.06.17,42,156
2019.06.10,41,153
2019.05.27,42,156
2019.05.20,46,157
2019.05.13,52,158
2019.05.06,57,160
2019.04.29,58,165
2019.04.22,58,163
2019.04.15,65,161
2019.04.08,58,161
2019.04.01,58,160
2019.03.18,56,160
2019.03.11,46,187
2019.03.04,46,187
2019.02.25,46,183
2019.02.18,42,178
2019.02.11,42,173
2019.02.04,40,172
2019.01.28,40,172
2019.01.14,50,209
2019.01.07,50,210
2018.12.31,49,208
2018.12.24,49,208
2018.12.17,49,217
2018.12.10,49,217
2018.12.03,49,218
2018.11.26,49,219
2018.11.19,49,218
2018.11.12,47,220
2018.11.05,47,212
2018.10.29,49,214
2018.10.22,57,216
2018.10.15,56,215
2018.10.08,59,213
2018.10.01,60,213
2018.09.24,62,214
2018.09.17,64,215
2018.09.10,65,216
2018.08.27,74,176
2018.08.20,70,177
2018.08.13,70,176
2018.08.06,66,175
2018.07.30,65,250
2018.07.23,65,279
2018.07.16,65,288
2018.07.02,68,424
2018.06.25,68,425
2018.06.18,69,429
2018.06.11,67,429
2018.05.28,68,425
2018.05.21,70,422
2018.05.14,68,420
2018.05.07,68,421
2018.04.30,66,409
2018.04.23,65,406
2018.04.16,66,407
2018.04.09,72,412
2018.04.02,72,415
2018.03.19,71,413
2018.03.05,74,413
2018.02.26,77,413
2018.02.19,85,415
2018.02.12,86,415
2018.02.05,83,421
2018.01.29,76,421
2018.01.15,91,495
2018.01.08,92,499
2018.01.01,104,497
2017.12.25,104,498
2017.12.18,105,498
2017.12.11,105,499
2017.12.04,105,498
2017.11.27,105,496
2017.11.20,105,491
2017.11.13,110,488
2017.11.06,111,561
2017.10.30,105,566
2017.10.23,109,456
2017.10.16,99,459
2017.10.09,87,460
2017.10.02,91,460
2017.09.25,94,463
2017.09.18,93,473
2017.09.11,94,479
2017.08.28,108,472
2017.08.21,116,471
2017.08.14,120,308
2017.08.07,131,305
2017.07.31,127,303
2017.07.24,125,304
2017.07.17,120,301
2017.07.10,128,307
2017.07.03,128,307
2017.06.26,128,302
2017.06.19,132,298
2017.06.12,135,299
2017.05.29,133,306
2017.05.22,133,302
2017.05.15,131,304
2017.05.08,132,309
2017.05.01,130,313
2017.04.24,130,316
2017.04.17,130,314
2017.04.10,131,313
2017.04.03,128,315
2017.03.20,126,319
2017.03.06,136,319
2017.02.27,136,317
2017.02.20,112,316
2017.02.13,114,315
2017.02.06,83,236
2017.01.30,98,239
2017.01.16,93,241
2017.01.09,91,242
2017.01.02,76,244
2016.12.26,76,244
2016.12.19,76,244
2016.12.12,76,244
2016.12.05,76,243
2016.11.28,76,243
2016.11.21,77,242
2016.11.14,70,241
2016.11.07,73,244
2016.10.31,73,241
2016.10.24,73,265
2016.10.17,70,264
2016.10.10,71,265
2016.10.03,58,231
2016.09.26,58,237
2016.09.19,58,238
2016.09.12,57,237
2016.08.29,53,306
2016.08.22,54,306
2016.08.15,54,458
2016.08.08,56,452
2016.08.01,60,453
2016.07.25,63,453
2016.07.18,67,449
2016.07.11,64,454
2016.06.27,65,461
2016.06.20,63,463
2016.06.13,63,463
2016.06.06,65,463
2016.05.23,67,469
2016.05.16,72,466
2016.05.09,73,466
2016.05.02,71,471
2016.04.25,70,470
2016.04.18,69,477
2016.04.11,69,479
2016.04.04,79,480
2016.03.21,81,474
2016.03.07,80,473
2016.02.29,81,482
2016.02.22,102,482
2016.02.15,102,486
2016.02.08,145,964
2016.02.01,143,958
2016.01.18,155,958
2016.01.11,154,953
2016.01.04,174,956
2015.12.28,174,956
2015.12.21,177,958
2015.12.14,177,953
2015.12.07,177,948
2015.11.30,177,949
2015.11.23,176,945
2015.11.16,207,947
2015.11.09,207,946
2015.11.02,205,948
2015.10.26,228,952
2015.10.19,232,937
2015.10.12,339,933
2015.10.05,694,0
2015.09.28,673,1632T
2015.09.21,673,1661T
2015.09.14,667,1659T
2015.08.31,685,1674T
2015.08.24,678,1661T
2015.08.17,679,1657T
2015.08.10,675,1668T
2015.08.03,675,1665T
2015.07.27,675,1661T
2015.07.20,678,1674T
2015.07.13,680,1665T
2015.06.29,679,1682T
2015.06.22,761,1671T
2015.06.15,767,1649T
2015.06.08,764,1650T
2015.05.25,761,1666T
2015.05.18,821,1322T
2015.05.11,823,1317T
2015.05.04,820,1318T
2015.04.27,813,1328T
2015.04.20,811,1327T
2015.04.13,815,1327T
2015.04.06,814,1336T
2015.03.23,803,1345T
2015.03.09,941,1348T
2015.03.02,937,1347T
2015.02.23,936,1349T
2015.02.16,937,1356T
2015.02.09,935,1356T
2015.02.02,919,1099T
2015.01.19,912,1099T
2015.01.12,1148,1096T
2015.01.05,1149,1094T
2014.12.29,1151,1098T
2014.12.22,1145,1098T
2014.12.15,1143,1095T
2014.12.08,1144,1096T
2014.12.01,1147T,1090T
2014.11.24,1141T,1092
2014.11.17,1132,1093
2014.11.10,1127,1092
2014.11.03,1128,1088
2014.10.27,1134,1095
2014.10.20,1135,1093
2014.10.13,1134,1103T
2014.10.06,1138,1098
2014.09.29,1273,1234T
2014.09.22,1273T,1224T
2014.09.15,1273T,1223T
2014.09.08,1271T,1215T
2014.08.25,1264T,1222T
2014.08.18,1267,1220T
2014.08.11,1271T,1220T
2014.08.04,1267T,1223T
2014.07.28,1267,1229T
2014.07.21,1263T,1234T
2014.07.14,1260T,1236T
2014.07.07,1258,1237T
2014.06.23,1250,1227T
2014.06.16,1246T,1227T
2014.06.09,1238T,1226T
2014.05.26,1238,1221T
2014.05.19,1235T,1435T
2014.05.12,1233T,1438T
2014.05.05,1233T,1449T
2014.04.28,1230T,1447T
2014.04.21,1229T,1447T
2014.04.14,1227T,1440T
2014.04.07,1227T,1438T
2014.03.31,1228T,1441T
2014.03.17,1818T,1427T
2014.03.03,1809T,1426T
2014.02.24,1805T,1420T
2014.02.17,1803T,1400T
2014.02.10,1799T,1397T
2014.02.03,0,0
