Date,Singles,Doubles
2020.11.30,14,375
2020.11.23,14,374
2020.11.16,14,372
2020.11.09,14,369T
2020.11.02,17,368T
2020.10.26,17,366T
2020.10.19,19,365T
2020.10.12,21,362
2020.09.28,21,356
2020.09.21,20,356
2020.09.14,19,736T
2020.08.31,18,733T
2020.08.24,30,727
2020.03.16,30,731
2020.03.09,30,720
2020.03.02,30,710T
2020.02.24,32,714
2020.02.17,37,708
2020.02.10,32,705T
2020.02.03,32,702T
2020.01.20,35,711T
2020.01.13,35,708T
2020.01.06,32,700T
2019.12.30,31,447
2019.12.23,31,447
2019.12.16,31,447
2019.12.09,31,448
2019.12.02,31,448
2019.11.25,31,449
2019.11.18,31,448
2019.11.11,31,448
2019.11.04,32,445
2019.10.28,32,438
2019.10.21,32,438
2019.10.14,30,440
2019.10.07,30,438
2019.09.30,27,444
2019.09.23,25,442
2019.09.16,24,446
2019.09.09,24,445
2019.08.26,22,444
2019.08.19,22,445
2019.08.12,20,446
2019.08.05,19,444
2019.07.29,20,346
2019.07.22,21,346
2019.07.15,21,348
2019.07.01,17,346
2019.06.24,17,345
2019.06.17,18,346
2019.06.10,18,459
2019.05.27,18,449
2019.05.20,17,450T
2019.05.13,17,446T
2019.05.06,16,449
2019.04.29,16,450
2019.04.22,16,449
2019.04.15,15,447
2019.04.08,15,449T
2019.04.01,15,447
2019.03.18,14,450T
2019.03.11,14,450T
2019.03.04,14,450T
2019.02.25,14,447T
2019.02.18,14,448T
2019.02.11,14,448T
2019.02.04,14,452
2019.01.28,14,456
2019.01.14,17,455T
2019.01.07,17,452T
2018.12.31,18,0
2018.12.24,18,0
2018.12.17,18,0
2018.12.10,18,0
2018.12.03,18,0
2018.11.26,18,0
2018.11.19,18,0
2018.11.12,18,0
2018.11.05,18,0
2018.10.29,21,0
2018.10.22,22,0
2018.10.15,20,0
2018.10.08,20,0
2018.10.01,20,0
2018.09.24,20,0
2018.09.17,20,0
2018.09.10,20,0
2018.08.27,24,0
2018.08.20,25,0
2018.08.13,29,0
2018.08.06,29,0
2018.07.30,30,0
2018.07.23,30,0
2018.07.16,30,0
2018.07.02,32,0
2018.06.25,32,0
2018.06.18,31,0
2018.06.11,35,0
2018.05.28,28,0
2018.05.21,28,0
2018.05.14,22,0
2018.05.07,24,0
2018.04.30,20,0
2018.04.23,21,0
2018.04.16,22,0
2018.04.09,22,0
2018.04.02,22,0
2018.03.19,25,0
2018.03.05,38,0
2018.02.26,40,0
2018.02.19,32,0
2018.02.12,31,0
2018.02.05,31,0
2018.01.29,31,0
2018.01.15,23,0
2018.01.08,23,0
2018.01.01,24,0
2017.12.25,24,0
2017.12.18,24,0
2017.12.11,24,0
2017.12.04,24,0
2017.11.27,24,0
2017.11.20,24,0
2017.11.13,24,0
2017.11.06,24,0
2017.10.30,12,0
2017.10.23,12,0
2017.10.16,12,0
2017.10.09,12,0
2017.10.02,12,0
2017.09.25,11,0
2017.09.18,11,0
2017.09.11,11,0
2017.08.28,11,0
2017.08.21,11,0
2017.08.14,10,0
2017.08.07,10,0
2017.07.31,10,0
2017.07.24,9,0
2017.07.17,9,0
2017.07.10,7,0
2017.07.03,7,0
2017.06.26,7,0
2017.06.19,6,0
2017.06.12,6,0
2017.05.29,6,0
2017.05.22,6,0
2017.05.15,6,0
2017.05.08,6,0
2017.05.01,6,0
2017.04.24,6,0
2017.04.17,6,0
2017.04.10,6,0
2017.04.03,6,0
2017.03.20,5,0
2017.03.06,4,569T
2017.02.27,4,569T
2017.02.20,4,573T
2017.02.13,4,574
2017.02.06,4,575
2017.01.30,4,579
2017.01.16,3,584
2017.01.09,3,580
2017.01.02,3,580
2016.12.26,3,579
2016.12.19,3,576
2016.12.12,3,577
2016.12.05,3,577
2016.11.28,3,572
2016.11.21,3,570
2016.11.14,4,571
2016.11.07,4,576
2016.10.31,5,576
2016.10.24,4,569
2016.10.17,4,573
2016.10.10,6,573T
2016.10.03,6,582
2016.09.26,6,584
2016.09.19,6,585
2016.09.12,6,578
2016.08.29,6,586T
2016.08.22,6,592T
2016.08.15,6,590T
2016.08.08,6,599T
2016.08.01,7,599T
2016.07.25,7,598T
2016.07.18,7,597
2016.07.11,7,592
2016.06.27,7,585
2016.06.20,7,588
2016.06.13,9,588T
2016.06.06,9,590
2016.05.23,9,587
2016.05.16,9,581
2016.05.09,10,586
2016.05.02,10,586
2016.04.25,11,585
2016.04.18,11,592
2016.04.11,12,594
2016.04.04,12,594
2016.03.21,12,599T
2016.03.07,14,0
2016.02.29,13,0
2016.02.22,13,0
2016.02.15,13,0
2016.02.08,11,0
2016.02.01,11,0
2016.01.18,14,0
2016.01.11,14,0
2016.01.04,14,858
2015.12.28,14,858
2015.12.21,14,859
2015.12.14,14,856
2015.12.07,14,852
2015.11.30,14,853
2015.11.23,14,849
2015.11.16,14,849
2015.11.09,14,853
2015.11.02,14,857
2015.10.26,9,861
2015.10.19,9,852
2015.10.12,9,854
2015.10.05,9,846T
2015.09.28,9,845T
2015.09.21,9,845T
2015.09.14,9,840T
2015.08.31,10,852T
2015.08.24,10,844T
2015.08.17,10,836T
2015.08.10,10,836T
2015.08.03,10,834T
