Date,Singles,Doubles
2020.11.30,3,112
2020.11.23,3,112
2020.11.16,3,112
2020.11.09,3,112
2020.11.02,3,108
2020.10.26,3,108
2020.10.19,3,108
2020.10.12,3,107
2020.09.28,3,103
2020.09.21,3,102
2020.09.14,3,101
2020.08.31,3,100
2020.08.24,3,96
2020.03.16,3,96
2020.03.09,3,96
2020.03.02,3,96
2020.02.24,4,96
2020.02.17,4,98
2020.02.10,4,79
2020.02.03,4,80
2020.01.20,5,77
2020.01.13,5,77
2020.01.06,4,75
2019.12.30,4,78
2019.12.23,4,78
2019.12.16,4,78
2019.12.09,4,78
2019.12.02,4,78
2019.11.25,4,78
2019.11.18,4,78
2019.11.11,5,79
2019.11.04,5,80
2019.10.28,5,81
2019.10.21,5,80
2019.10.14,5,81
2019.10.07,5,67
2019.09.30,5,75
2019.09.23,5,76
2019.09.16,5,74
2019.09.09,5,75
2019.08.26,4,78
2019.08.19,4,78
2019.08.12,4,77
2019.08.05,4,77
2019.07.29,4,78
2019.07.22,4,80
2019.07.15,4,79
2019.07.01,4,82
2019.06.24,4,80
2019.06.17,4,81
2019.06.10,4,81
2019.05.27,4,81
2019.05.20,4,80
2019.05.13,4,79
2019.05.06,5,145
2019.04.29,5,145
2019.04.22,5,145
2019.04.15,5,170
2019.04.08,5,170
2019.04.01,5,170
2019.03.18,4,169
2019.03.11,8,170
2019.03.04,8,170
2019.02.25,8,167
2019.02.18,8,165
2019.02.11,8,180
2019.02.04,8,178
2019.01.28,8,180
2019.01.14,8,180
2019.01.07,8,179
2018.12.31,8,178
2018.12.24,8,178
2018.12.17,8,194
2018.12.10,8,195
2018.12.03,8,195
2018.11.26,8,196
2018.11.19,8,196
2018.11.12,8,197
2018.11.05,8,199
2018.10.29,8,204
2018.10.22,7,206
2018.10.15,7,204
2018.10.08,7,324
2018.10.01,7,239
2018.09.24,7,244
2018.09.17,8,243
2018.09.10,8,243
2018.08.27,9,246
2018.08.20,9,246
2018.08.13,8,244
2018.08.06,8,196
2018.07.30,8,196
2018.07.23,8,195
2018.07.16,9,195
2018.07.02,7,196
2018.06.25,7,197
2018.06.18,7,193
2018.06.11,7,196
2018.05.28,8,192
2018.05.21,8,192
2018.05.14,8,241
2018.05.07,7,241
2018.04.30,7,238
2018.04.23,7,236
2018.04.16,7,234
2018.04.09,7,234
2018.04.02,7,235
2018.03.19,7,234
2018.03.05,6,233
2018.02.26,6,230
2018.02.19,6,229
2018.02.12,6,320
2018.02.05,6,321
2018.01.29,6,323
2018.01.15,5,322
2018.01.08,5,322
2018.01.01,5,269
2017.12.25,5,269
2017.12.18,5,269
2017.12.11,5,269
2017.12.04,5,268
2017.11.27,5,265
2017.11.20,5,267
2017.11.13,4,267
2017.11.06,4,269
2017.10.30,6,205
2017.10.23,6,207
2017.10.16,6,207
2017.10.09,7,209
2017.10.02,7,280
2017.09.25,7,280
2017.09.18,7,274
2017.09.11,7,281
2017.08.28,8,215
2017.08.21,8,215
2017.08.14,8,216
2017.08.07,7,286
2017.07.31,7,282
2017.07.24,7,279
2017.07.17,7,184
2017.07.10,8,192
2017.07.03,8,192
2017.06.26,8,190
2017.06.19,8,186
2017.06.12,8,190
2017.05.29,7,199
2017.05.22,7,198
2017.05.15,7,195
2017.05.08,9,155
2017.05.01,9,153
2017.04.24,9,161
2017.04.17,9,157
2017.04.10,9,158
2017.04.03,9,161
2017.03.20,8,159
2017.03.06,9,117
2017.02.27,9,116
2017.02.20,8,118
2017.02.13,8,109
